,basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
221,,Removable Li-Ion 1700 mAh battery,,VGA,4GB 512MB RAM,Android 4.1 (Jelly Bean),,"5 MP, AF","2013, January. Released 2013, April","4.5 inches, 55.8 cm, (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Ascend G510
222,,Removable Li-Ion 3000 mAh battery,,1.3 MP,32GB 2GB RAM,Android 4.1 (Jelly Bean),,"13 MP, AF","2013, January. Released 2013, March","5.0 inches, 68.9 cm, (~69.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend D2
223,,Non-removable Li-Ion 4050 mAh battery,,1 MP,8GB 2GB RAM,"Android 4.1 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean); EMUI 1.5",,"8 MP, AF","2013, January. Released 2013, March","6.1 inches, 102.6 cm, (~73.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~241 ppi density)","IPS+ LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend Mate
224,,Removable Li-Ion 1950 mAh battery,,VGA,4GB 512MB RAM,Microsoft Windows Phone 8,,"5 MP, AF","2013, January. Released 2013, January","4.0 inches, 45.5 cm, (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Ascend W1
225,,Removable Li-Ion 1500 mAh battery,,VGA,"4GB (2GB user available), 1GB RAM",Android 4.0 (Ice Cream Sandwich),,"5 MP, AF","2012, Q3. Released 2012, Q4","4.0 inches, 45.5 cm, (~59.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","TFT capacitive touchscreen, 256K colors",Accelerometer,Huawei Ascend G312
226,,Removable Li-Ion 1730 mAh battery,,VGA,4GB 512MB RAM,Android 4.1 (Jelly Bean),,"5 MP, AF","2013, February. Released 2013, April","4.0 inches, 45.5 cm, (~55.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Capacitive touchscreen, 16M colors","Accelerometer, proximity, compass (optional)",Huawei Ascend G350
227,,Removable Li-Ion 1950 mAh battery,,VGA,4GB 1GB RAM,Android 4.1 (Jelly Bean),,"5 MP, AF","2013, February. Released 2013, July","4.5 inches, 55.8 cm, (~61.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Ascend G526
228,,Removable Li-Po 2150 mAh battery,,1.3 MP,8GB 1GB RAM,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",,"8 MP, AF","2013, January. Released 2013, March","4.5 inches, 54.5 cm, (~60.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~330 ppi density)","Super IPS+ LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend G615
229,,Removable Li-Ion 2420 mAh battery,,1.3 MP,16GB 1GB RAM,Android 4.1.2 (Jelly Bean); EMUI 1.6,,"13 MP, AF"," 2013, February. Released 2013, April","4.7 inches, 60.9 cm, (~67.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend P2
230,,Removable Li-Ion 1700 mAh battery,,No,512MB 256MB RAM,Android 2.3.6 (Gingerbread),,2 MP,"2013, March. Released 2013, March","3.5 inches, 36.5 cm, (~50.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 256K colors",Accelerometer,Huawei Ascend Y210D
231,,Removable Li-Ion 1650 mAh battery,,1.3 MP,4GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"5 MP, AF","2013, March. Released 2013, March","4.0 inches, 45.5 cm, (~56.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Premia 4G M931
232,,Removable Li-Ion 1730 mAh battery,,VGA,4GB 512MB RAM,Android 4.1 (Jelly Bean),,"5 MP, AF","2013, March. Released 2013, March","4.0 inches, 45.5 cm, (~57.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Ascend Y300
233,,Non-removable Li-Po 2000 mAh battery,,5 MP,"8GB 2GB RAM, 16GB 2GB RAM","Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat); EMUI 1.6",,"8 MP, f/2.0, AF","2013, June. Released 2013, June","4.7 inches, 60.9 cm, (~70.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","IPS+ LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, temperature",Huawei Ascend P6
234,,Non-removable Li-Po 4100 mAh battery,,VGA,8GB 1GB RAM,Android 4.1 (Jelly Bean); EMUI 1.5,,3.15 MP,"2013, June. Released 2013, July","7.0 inches, 137.9 cm, (~58.7% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei MediaPad 7 Vogue
235,,Non-removable Li-Po 4100 mAh battery,,,8GB 1GB RAM,Android 4.1.2 (Jelly Bean),,3.15 MP,"2013, July. Released 2013, August","7.0 inches, 137.9 cm, (~59.1% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",TFT capacitive touchscreen,Accelerometer,Huawei MediaPad 7 Youth
236,,Removable Li-Ion 1700 mAh battery,,VGA,4GB 1GB RAM,Android 4.1 (Jelly Bean),,"5 MP, AF",2013. Released 2013,"4.5 inches, 55.8 cm, (~62.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Ascend G525
237,,Removable Li-Ion battery,,No,4GB 512MB RAM,Android 4.0 (Ice Cream Sandwich),,3.15 MP,"2013, November. Released 2013, November","3.5 inches, 36.5 cm, (~50.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",TFT capacitive touchscreen,"Accelerometer, proximity",Huawei U8687 Cronos
238,,Removable Li-Ion 2150 mAh battery,,VGA,4GB 1GB RAM,Android 4.2 (Jelly Bean),,"5 MP, AF","2013, July. Released 2013, August","5.0 inches, 68.9 cm, (~65.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei G610s
239,,Removable Li-Ion 2150 mAh battery,,1.3 MP,8GB 2GB RAM,Android 4.2 (Jelly Bean),,"8 MP, AF",2013. Released 2013,"5.0 inches, 68.9 cm, (~66.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Ascend G700
240,,Removable Li-Ion 600 mAh battery,,,"3MB ROM, 4MB RAM",,,No,"2013, Q2. Released 2013, Q2","1.8 inches, 10.2 cm, (~20.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 256K colors",,Huawei G3621L
241,,Removable Li-Ion 1050 mAh battery,,No,"16MB ROM, 8MB RAM",,,1.3 MP,"2013, Q3. Released 2013, Q3","2.4 inches, 17.8 cm, (~26.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Huawei G6153
242,,Removable Li-Ion 1700 mAh battery,,No,8GB 512MB RAM,Microsoft Windows Phone 8,,5 MP,"2013, November. Released 2013, December","4.3 inches, 52.6 cm, (~58.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Ascend W2
243,,Removable Li-Ion 1730 mAh battery,,VGA,4GB 512MB RAM,Android 4.2 (Jelly Bean),,3.15 MP,"2013, October. Released 2013, November","4.5 inches, 55.8 cm, (~62.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Ascend Y511
244,,Removable Li-Ion 2400 mAh battery,,1 MP,8GB 1GB RAM,Android 4.1.2 (Jelly Bean),,"8 MP, AF","2013, October. Released 2013, November","5.0 inches, 68.9 cm, (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Ascend G740
245,,Removable Li-Ion 1350 mAh battery,,No,"256MB RAM, 512MB",Android 2.3 (Gingerbread),,VGA,"2013, December","3.5 inches, 36.5 cm, (~51.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Capacitive touchscreen,Accelerometer,Huawei Ascend Y220
246,,Removable Li-Ion 1350 mAh battery,,No,4GB 512MB RAM,Android 4.2 (Jelly Bean),,2 MP,"2013, October. Released 2013, December","4.0 inches, 45.5 cm, (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Ascend Y320
247,,Non-removable Li-Ion 4050 mAh battery,,5 MP,16GB 2GB RAM,"Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop); EMUI 2",,"13 MP, AF","2014, January","6.1 inches, 102.6 cm, (~75.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~241 ppi density)","IPS+ LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend Mate2 4G
248,,Non-removable Li-Po 2000 mAh battery,,5 MP,16GB 2GB RAM,"Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat); EMUI 2",,"8 MP, AF","2014, January","4.7 inches, 60.9 cm, (~70.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","IPS+ LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend P6 S
249,,Non-removable Li-Po 4100 mAh battery,,VGA,"4GB 1GB RAM, 8GB 1GB RAM",Android 4.3 (Jelly Bean); EMUI 1.6,,3.15 MP,"2014, January","7.0 inches, 137.9 cm, (~59.1% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",TFT capacitive touchscreen,Accelerometer,Huawei MediaPad 7 Youth2
250,,Removable Li-Ion 900 mAh battery,,No,,,,VGA,"2011, September","2.0 inches, 12.4 cm, (~18.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Huawei Pillar
251,,Removable Li-Ion 1500 mAh battery,,No,512MB RAM,Android 2.2 (Froyo),,"5 MP, AF","2011, September. Released 2011, September","3.8 inches, 41.1 cm, (~52.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Impulse 4G
252,,Removable Li-Ion 1200 mAh battery,,VGA,512MB 512MB RAM,Android-based OPhone 2.5,,3.15 MP,2011,"3.2 inches, 30.5 cm, (~49.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei T8300
253,,Removable Li-Ion 1500 mAh battery,,VGA,512MB 256MB RAM,Android 2.2 (Froyo),,3.15 MP,"2011, October. Released 2011, October","3.2 inches, 30.5 cm, (~47.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Huawei U8520 Duplex
254,,Removable Li-Ion 1000 mAh battery,,No,,,,2 MP,2011,"2.0 inches, 12.4 cm, (~21.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",TFT,,Huawei D51 Discovery
255,,Non-removable Li-Po 4100 mAh battery,,1.3 MP,8GB 1GB RAM,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2011, Q3","7.0 inches, 142.1 cm, (~60.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)","IPS LCD capacitive touchscreen, 256K colors","Accelerometer, gyro, compass",Huawei MediaPad S7-301w
256,,Non-removable Li-Po 4100 mAh battery,,1.3 MP,8GB 1GB RAM,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2011, Q3","7.0 inches, 142.1 cm, (~60.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)","IPS LCD capacitive touchscreen, 256K colors","Accelerometer, gyro, compass",Huawei MediaPad
257,,Removable Li-Ion 800 mAh battery,,No,,,,1.3 MP,"2011, November. Released 2012, September","2.4 inches, 17.8 cm, (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT touchscreen, 256K colors",,Huawei G7005
258,,Removable Li-Ion 1300 mAh battery,,No,40MB,,,3.15 MP,"2011, November. Released 2011, November","3.5 inches, 36.5 cm, (~52.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT touchscreen, 256K colors",,Huawei G7300
259,,Removable Li-Po 1900 mAh battery,,VGA,4GB 512MB RAM,Android 2.3.3 (Gingerbread),,"8 MP, AF","2011, December. Released 2011, December","4.0 inches, 44.1 cm, (~59.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei M886 Mercury
260,,Non-removable Li-Ion 1800 mAh battery,,1.3 MP,4GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"8 MP, AF","2012, January. Released 2012, September","4.3 inches, 51.0 cm, (~61.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend P1s
261,,Removable Li-Ion 1800 mAh battery,,1.3 MP,8GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"8 MP, AF","2012, February. Released 2012, August","4.5 inches, 55.8 cm, (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","IPS+ LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend D quad
262,,Non-removable Li-Po 2600 mAh battery,,1.3 MP,8GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"8 MP, AF","2012, February. Released 2012, September","4.5 inches, 55.8 cm, (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","IPS+ LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend D quad XL
263,,Removable Li-Ion 1800 mAh battery,,1.3 MP,"8GB (5.8GB user available), 1GB RAM","Android 4.0 (Ice Cream Sandwich), upgradable to 4.2 (Jelly Bean)",,"8 MP, AF","2012, February. Released 2012, July","4.5 inches, 55.8 cm, (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","IPS+ LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend D1
264,,Removable Li-Ion 2600 mAh battery,,1.3 MP,8GB 1GB RAM,Android 4.0 (Ice Cream Sandwich),,"8 MP, AF","2012. Released 2012, Q3","4.5 inches, 55.8 cm, (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","IPS LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend D1 XL U9500E
265,,Non-removable Li-Po 6600 mAh battery,,1.3 MP,"8GB 2GB RAM, 16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM",Android 4.0 (Ice Cream Sandwich),,"8 MP, AF","2012, February. Released 2012, September","10.0 inches, 290.0 cm, (~64.0% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~226 ppi density)","IPS LCD, capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Huawei MediaPad 10 FHD
266,,Removable Li-Ion 1400 mAh battery,,No,"256MB RAM, 512MB",Android 2.3.3 (Gingerbread),,3.15 MP,"2012, March. Released 2012, March","3.5 inches, 36.5 cm, (~51.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 256K colors",,Huawei Fusion U8652
267,,Removable Li-Ion 1050 mAh battery,,No,,,,3.15 MP,"2012, April. Released 2012, September","2.4 inches, 17.8 cm, (~25.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Huawei G6609
268,,Removable Li-Ion 1000 mAh battery,,No,,,,1.3 MP,"2011, June. Released 2011, June","2.4 inches, 17.8 cm, (~31.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 65K colors",,Huawei G5520
269,,Removable Li-Ion 1880 mAh battery,,VGA,150MB 512MB RAM,Android 2.3.6 (Gingerbread),,"5 MP, AF","2012, June. Released 2012, June","3.5 inches, 36.5 cm, (~49.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 256K colors",,Huawei Activa 4G
270,,Removable Li-Ion 1000 mAh battery,,No,"16MB ROM, 4MB RAM",,,VGA,"2012, Q2. Released 2012, Q2","2.0 inches, 12.6 cm, (~21.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),TFT,,Huawei G5000
271,,Removable Li-Ion 1000 mAh battery,,No,"1GB ROM, 256MB RAM",,,2 MP,"2012, Q2. Released 2012, Q2","2.4 inches, 17.8 cm, (~26.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Huawei G6310
272,,Removable Li-Ion battery,,No,40MB,,,3.15 MP,2012. Released 2012,"2.8 inches, 24.3 cm, (~35.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","TFT, 256K colors",,Huawei G6800
273,,Removable Li-Ion 600 mAh battery,,No,,,,VGA,"2012, Q1. Released 2012, Q1","1.8 inches, 10.2 cm, (~16.0% screen-to-body ratio)",128 x 160 pixels,"TFT, 65K colors",,Huawei G6005
274,,Removable Li-Ion 1500 mAh battery,,No,,Android 2.3 (Gingerbread),,3.15 MP,"2012, August. Released 2012, August","3.2 inches, 30.5 cm, (~42.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity",Huawei Ascend Q M5660
275,,Non-removable Li-Ion 1670 mAh battery,,1.3 MP,4GB 1GB RAM,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.2 (Jelly Bean)",,"8 MP, AF","2012, January. Released 2012, May","4.3 inches, 51.0 cm, (~61.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend P1
276,,Non-removable Li-Ion 2600 mAh battery,,1.3 MP,4GB 1GB RAM,Android 4.0.3 (Ice Cream Sandwich),,"8 MP, AF","2012. Released 2012, Q3","4.3 inches, 51.0 cm","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei Ascend P1 XL U9200E
277,,Removable Li-Ion 1350/1500 mAh battery,,No,"4GB (2.5GB user available), 512MB RAM","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,"5 MP, AF","2012, February. Released 2012, May","4.0 inches, 45.5 cm, (~59.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Ascend G300
278,,Removable Li-Ion 1550 mAh battery,,VGA,"4GB (2.5GB user available), 512MB RAM",Android 4.0.4 (Ice Cream Sandwich),,"5 MP, AF","2012, Q1. Released 2012, Q2","4.0 inches, 45.5 cm, (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Ascend G330D U8825D
279,,Removable Li-Ion 1250/1400 mAh battery,,No,"256MB RAM, 512MB",Android 2.3 (Gingerbread),,3.15 MP,"2012, May. Released 2012, May","3.5 inches, 36.5 cm, (~51.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","IPS LCD capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Huawei Ascend Y200
280,,Removable Li-Ion battery,,VGA videocall camera,,,,2 MP,"2008, Q2","2.0 inches, 12.6 cm, (~27.7% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),"TFT, 65K colors",,Huawei U3300
281,,Removable Li-Ion battery,,VGA videocall camera,,,,1.3 MP,"2007, Q1","1.8 inches, 10.2 cm, (~21.3% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),"TFT, 256K colors",,Huawei U120
282,,Removable Li-Ion battery,,VGA videocall camera,,,,1.3 MP,"2007, Q2","1.8 inches, 10.2 cm, (~22.0% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),"TFT, 256K colors",,Huawei U121
283,,Removable Li-Ion battery,,VGA videocall camera,,,,"3.2 MP, AF","2008, Q2","2.4 inches, 17.8 cm, (~38.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","TFT, 65K colors",,Huawei U7310
284,,Removable Li-Ion 1000 mAh battery,,No,,,,2 MP,"2009, December. Released 2010, Q1","2.4 inches, 17.8 cm, (~26.2% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Huawei G6600 Passport
285,,Removable Li-Ion 1250 mAh battery,,No,40MB 128MB RAM 256MB ROM,,,3.15 MP,"2009, December. Released 2010, Q1","2.4 inches, 17.8 cm, (~25.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT, 256K colors",,Huawei U9130 Compass
286,,Removable Li-Ion battery,,Yes,15MB,,,2 MP,"2009, February. Released 2009, July","2.0 inches, 12.4 cm, (~25.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Huawei U1250
287,,Removable Li-Ion 800 mAh battery,,Yes,15MB,,,2 MP,"2009, September. Released 2009, December","2.0 inches, 12.4 cm, (~24.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Huawei U1270
288,,Removable Li-Ion battery,,Yes,100MB,,,2 MP,"2009, September. Released 2009, November","2.8 inches, 24.3 cm, (~40.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","TFT touchscreen, 256K colors",,Huawei U7510
289,,Removable Li-Ion 1500 mAh battery,,No,192MB,Android 1.5 (Cupcake),,"3.15 MP, AF","2009, August. Released 2009, October","3.5 inches, 36.5 cm, (~49.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen,  256K colors (65K effective)",Accelerometer,Huawei U8220
290,,Removable Li-Ion 1500 mAh battery,,VGA,256MB RAM,Android 2.1 (Eclair),,"3.15 MP, AF","2009, June. Released 2009","3.5 inches, 36.5 cm, (~49.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT touchscreen, 256K colors",Accelerometer,Huawei U8230
291,,Removable Li-Ion 1150 mAh battery,,VGA,,Android 2.1 (Eclair),,3.15 MP,"2010, February. Released 2010, July","2.8 inches, 24.3 cm, (~39.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","TFT touchscreen, 256K colors",Accelerometer,Huawei U8100
292,,Removable Li-Ion 1150 mAh battery,,VGA,,Android 2.1 (Eclair),,3.15 MP,"2010, February. Released 2010, July","2.8 inches, 24.3 cm, (~40.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","TFT resistive touchscreen, 256K colors",Accelerometer,Huawei U8110
